source,target,score
During  [MASK]  stage of its life cycle does a butterfly spend the most time eating plant leaves [SEP] larva,adult egg pupa pup embryo eggs fe la game test,0.43240174651145935 0.010536391288042068 0.008571304380893707 0.007059003226459026 0.004236771259456873 0.0019672783091664314 0.0019527883268892765
[MASK] makes a compass needle point north [SEP] magnetic,electrical heat light sound chemical magnetic gravity electricity mechanical thermal,0.02023199386894703 0.013187941163778305 0.01300952211022377 0.012189479544758797 0.011393837630748749 0.010263390839099884 0.004363224841654301
Glaciers are slow-moving sheets of ice found on land. What process occurs  [MASK]  glacial ice is heated to 5° Celsius [SEP] melting,evaporation freezing precipitation eva melting conde deposition freeze trans boiling,0.23509562015533447 0.01727893576025963 0.013639568351209164 0.005187095142900944 0.004668481647968292 0.004321635700762272 0.003971080295741558
a producer is [MASK] [SEP] grass,frog mushroom lizard rabbit fish deer worm tree turtle insect,0.02350603975355625 0.017842061817646027 0.009935619309544563 0.008512389846146107 0.006868279073387384 0.004827599041163921 0.0037549794651567936
[MASK] is most responsible for recycling dead plants and animals in an ecosystem [SEP] bacteria,water fish insects birds trees mammals fruit fern flowers plants,0.015362625941634178 0.0073927585035562515 0.006764495745301247 0.006323424633592367 0.005995934829115868 0.005883774254471064 0.0055520059540867805
"After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone.  [MASK]  process is most responsible for the disappearance of the puddle [SEP] evaporation",precipitation transpiration condensation conde trans freezing melting eva fi sediment,0.23407728970050812 0.2293255627155304 0.028388703241944313 0.028363995254039764 0.02460530586540699 0.004311219789087772 0.003322791773825884
[MASK] processes foods into a useable source of energy [SEP] digestive,circulatory nervous skeletal ci respiratory reproductive digest sensory int muscular,0.1772187501192093 0.05096268281340599 0.03458204120397568 0.012827464379370213 0.004782627336680889 0.0029644977767020464 0.0028262194246053696
A student rubs her hands together on a cold winter day. The heat that warms her hands is produced by [MASK]  [SEP] friction,gravity light magnetism magnet sound electricity friction heat force conduct,0.35279035568237305 0.05233244225382805 0.04416847229003906 0.007522583939135075 0.003825640771538019 0.002512610051780939 0.002317568752914667
[MASK] will stay the same when it is stretched [SEP] mass,shape length width weight height size color flexibility depth skin,0.025089427828788757 0.020039761438965797 0.011255523189902306 0.0077970195561647415 0.005718722473829985 0.005315176676958799 0.003986254800111055
water have a definite shape and volume in [MASK] [SEP] solid,gas liquid gas solid natural gases mixture air plasma fluid,0.01658785156905651 0.012138552963733673 0.006498650647699833 0.004877366125583649 0.004854974336922169 0.003980596549808979 0.0037670352030545473
[MASK] of a plant takes in water and nutrients from the soil [SEP] root,stem flower leaf root leaves plant stems seed flowers tree,0.04225487634539604 0.007635824382305145 0.00474349083378911 0.003969938028603792 0.0027717065531760454 0.0018658789340406656 0.0017706325743347406
[MASK] is identified using the sense of smell [SEP] odor,color temperature weight shape smell size taste touch pressure hearing,0.017350031062960625 0.008312327787280083 0.008158307522535324 0.0073608108796179295 0.005963416770100594 0.00506921811029315 0.004873102065175772
the major source of energy for food chains is [MASK] [SEP] sunlight,water air grass soil wind electricity sunlight oxygen minerals fish,0.051713842898607254 0.012856485322117805 0.006599878426641226 0.006495580077171326 0.004277183674275875 0.003870525397360325 0.0037228676956146955
Some birds fly south in the fall and return in the spring. This is an example of [MASK]  [SEP] migration,camouflage hibernation growth hi communication ge eva migration evolution insulation,0.22541768848896027 0.02622871659696102 0.025564955547451973 0.023445889353752136 0.02230871096253395 0.020525120198726654 0.009746168740093708
[MASK] of energy is needed to cut a piece of wood into smaller pieces with a saw [SEP] mechanical,light heat sound electrical chemical mechanical magnetic vibration electricity thermal,0.08994102478027344 0.025252925232052803 0.01021816860884428 0.005273614078760147 0.00433335080742836 0.0043152072466909885 0.002726317150518298
the best conductor of electricity is [MASK] [SEP] metal,glass wood plastic stone brick cardboard steel rubber iron rock,0.09836230427026749 0.010639817453920841 0.009822577238082886 0.00899862963706255 0.004382832907140255 0.0031480109319090843 0.0029025294352322817
[MASK] causes objects to be pulled toward earth [SEP] gravity,friction light electricity magnet energy force sound matter gravity motion,0.03977101668715477 0.02823459543287754 0.01376616582274437 0.013289821334183216 0.011666408739984035 0.011519098654389381 0.009759253822267056
[MASK] allows it to bend [SEP] flexibility,color mass size weight shape temperature gravity volume odor texture,0.03337457776069641 0.021342236548662186 0.015909893438220024 0.0057588908821344376 0.005589701700955629 0.005586144048720598 0.0051481216214597225
A ball is thrown up into the air.  [MASK]  force causes the ball to fall to the ground [SEP] gravity,friction magnetism electricity magnet mechanical tension energy force erosion gravity,0.2807449698448181 0.026617370545864105 0.009367835707962513 0.006899541709572077 0.004155308939516544 0.0038030152209103107 0.003551759058609605
[MASK] is most likely to occur because the air temperature is 90 °f [SEP] sweating,blinking salivating shivering saliva sweating pu di anger breathing it,0.6252681016921997 0.00574069656431675 0.0034652147442102432 0.001902116579003632 0.001888427883386612 0.0015906532062217593 0.0012358736712485552
The energy that is stored in food originally comes from [MASK]  [SEP] sunlight,air soil water earth wind heat sunlight grass oxygen ocean,0.00889657437801361 0.0026484306436032057 0.002404702827334404 0.00236694049090147 0.0023172725923359394 0.0018577619921416044 0.001856044284068048
"When two animals live in the same area and depend on the same organism for food, they are [MASK]  [SEP] competing",decomposing germinating hibernating ge hi deco migration prey breathing reg,0.4635700583457947 0.24131855368614197 0.16401736438274384 0.004921506159007549 0.004214194603264332 0.004156566224992275 0.0038402508944272995
[MASK] is produced when a guitar string vibrates [SEP] sound,chemical light magnetic electrical sound metal gas colour electricity heat,0.023999201133847237 0.013526059687137604 0.007022120524197817 0.006324379239231348 0.0052429744973778725 0.004226226359605789 0.003871160326525569
A student rubs his hands together to warm them. His hands get warm due to [MASK]  [SEP] friction,gravity magnetism sound magnet electricity light tension friction vibration force,0.2917812764644623 0.03490148484706879 0.026577768847346306 0.011764212511479855 0.009927362203598022 0.00533232931047678 0.0019349830690771341
[MASK] describes how easily electricity travels through it [SEP] conductivity,color temperature reflectivity reflect conduct vibration electro behavior sound so,0.07900796085596085 0.016580404713749886 0.015231571160256863 0.013518022373318672 0.012177735567092896 0.010497452691197395 0.009947090409696102
pieces of rock material being moved over earth 's surface by water and wind are during [MASK] [SEP] erosion,conduction deposition revolution conduct eva conde sediment precipitation migration melting,0.09969604760408401 0.03611684963107109 0.01000895444303751 0.00689002126455307 0.005446815397590399 0.005298820324242115 0.005087711848318577
The main function of a fish's fins is to help the fish [MASK]  [SEP] move,reproduce see breathe vocal shed grow run fish eat mate,0.007982654497027397 0.007010551635175943 0.006289676297456026 0.005796228535473347 0.0038951183669269085 0.0037325993180274963 0.0036612702533602715
Green plants get the energy they need to make food from [MASK]  [SEP] sunlight,water air soil animals earth sunlight grass wind groundwater flowers,0.0035200591664761305 0.003332860302180052 0.002433937508612871 0.0023628277704119682 0.0022283950820565224 0.0022012125700712204 0.0018993915291503072
an example of a nonliving thing is [MASK] [SEP] water,bird insect dog fish frog butterfly cat animal rabbit birds,0.013675665482878685 0.010841668583452702 0.010193170979619026 0.008550201542675495 0.007230895105749369 0.005782937165349722 0.004624294117093086
[MASK] results in day and night [SEP] rotation,erosion deposition revolution eva gravity precipitation radiation rotation conde meteor,0.02609613910317421 0.00682574138045311 0.006472798530012369 0.006008758209645748 0.00342323980294168 0.003014570800587535 0.0022663779091089964
[MASK] is produced when paper is burned [SEP] heat,magnetic electrical chemical light sound mechanical electricity vibration colour sunlight,0.06682182103395462 0.035511113703250885 0.018187861889600754 0.004038393031805754 0.001696525840088725 0.0011857040226459503 0.0009868694469332695
[MASK] causes a bicycle to slow down when the brakes are used [SEP] friction,electricity gravity magnetism magnet sound friction vibration light tension mechanical,0.22333920001983643 0.02076781913638115 0.012319261208176613 0.008437499403953552 0.007501905784010887 0.0059970673173666 0.004592788405716419
 [MASK]  organisms break down and recycle dead plants and animals [SEP] decomposers,predators prey producers producer car consumers om det fish predator,0.008189545013010502 0.006983807310461998 0.004806595854461193 0.003918519709259272 0.0036502417642623186 0.0033785062842071056 0.0030925979372113943
A dog growls when a predator gets close. Growling is an example of  [MASK]  animal behavior [SEP] communication,migration hibernation germination ge hi camouflage communication instinct fe movement,0.3944227695465088 0.26322928071022034 0.01580202765762806 0.008002432063221931 0.00787385180592537 0.006595279555767775 0.0036551773082464933
